,model_name,step,dte,y_pred,y_obs
0,esrnn_ftsubset,0,2022-12-02,77.32184,76.93000030517578
1,esrnn_ftsubset,0,2022-12-05,77.32184,74.25
2,esrnn_ftsubset,0,2022-12-06,77.32184,72.01000213623047
3,esrnn_ftsubset,0,2022-12-07,77.32184,71.45999908447266
4,esrnn_ftsubset,0,2022-12-08,77.32184,71.0199966430664
5,esrnn_ftsubset,0,2022-12-09,77.32184,73.16999816894531
6,esrnn_ftsubset,0,2022-12-12,77.32184,75.38999938964844
7,esrnn_ftsubset,0,2022-12-13,76.85353,77.27999877929686
8,esrnn_ftsubset,0,2022-12-14,76.65215,76.11000061035156
9,esrnn_ftsubset,0,2022-12-15,76.02684,74.29000091552734
10,esrnn_ftsubset,0,2022-12-16,74.86438,75.19000244140625
11,esrnn_ftsubset,0,2022-12-19,74.81374,76.08999633789062
12,esrnn_ftsubset,0,2022-12-20,74.19157,78.29000091552734
13,esrnn_ftsubset,0,2022-12-21,71.95723,77.48999786376953
14,esrnn_ftsubset,0,2022-12-22,71.25506,79.55999755859375
15,esrnn_ftsubset,0,2022-12-23,71.4687,79.52999877929686
16,esrnn_ftsubset,0,2022-12-27,70.93741,78.95999908447266
17,esrnn_ftsubset,0,2022-12-28,71.50296,78.4000015258789
18,esrnn_ftsubset,0,2022-12-29,72.51192,80.26000213623047
19,esrnn_ftsubset,0,2022-12-30,71.32526,76.93000030517578
20,esrnn_ftsubset,0,2023-01-03,75.80705,72.83999633789062
21,esrnn_ftsubset,0,2023-01-04,75.59006,73.66999816894531
22,esrnn_ftsubset,0,2023-01-05,74.76536,73.7699966430664
23,esrnn_ftsubset,0,2023-01-06,75.21884,74.62999725341797
24,esrnn_ftsubset,0,2023-01-09,76.23382,75.12000274658203
25,esrnn_ftsubset,0,2023-01-10,75.958115,77.41000366210938
26,esrnn_ftsubset,0,2023-01-11,75.97992,78.38999938964844
27,esrnn_ftsubset,0,2023-01-12,75.77087,79.86000061035156
28,esrnn_ftsubset,0,2023-01-13,74.46652,80.18000030517578
29,esrnn_ftsubset,0,2023-01-17,74.35099,79.4800033569336
30,esrnn_ftsubset,0,2023-01-18,75.25571,80.33000183105469
31,esrnn_ftsubset,0,2023-01-19,75.08225,81.30999755859375
32,esrnn_ftsubset,0,2023-01-20,75.60775,81.62000274658203
33,esrnn_ftsubset,0,2023-01-23,76.15028,80.12999725341797
34,esrnn_ftsubset,0,2023-01-24,79.39936,80.1500015258789
35,esrnn_ftsubset,0,2023-01-25,78.84982,81.01000213623047
36,esrnn_ftsubset,0,2023-01-26,78.990814,79.68000030517578
37,esrnn_ftsubset,0,2023-01-27,78.681366,77.9000015258789
38,esrnn_ftsubset,0,2023-01-30,79.08575,78.87000274658203
39,esrnn_ftsubset,0,2023-01-31,79.78113,76.41000366210938
40,esrnn_ftsubset,0,2023-02-01,79.511566,75.87999725341797
41,esrnn_ftsubset,0,2023-02-02,79.15921,73.38999938964844
42,esrnn_ftsubset,0,2023-02-03,79.04399,74.11000061035156
43,esrnn_ftsubset,0,2023-02-06,78.369835,77.13999938964844
44,esrnn_ftsubset,0,2023-02-07,78.53847,78.47000122070312
45,esrnn_ftsubset,0,2023-02-08,79.16089,78.05999755859375
46,esrnn_ftsubset,0,2023-02-09,79.164566,79.72000122070312
47,esrnn_ftsubset,0,2023-02-10,79.40482,80.13999938964844
48,esrnn_ftsubset,0,2023-02-13,82.82953,79.05999755859375
49,esrnn_ftsubset,0,2023-02-14,82.21911,78.58999633789062
50,esrnn_ftsubset,0,2023-02-15,82.00573,78.48999786376953
51,esrnn_ftsubset,0,2023-02-16,82.179375,76.33999633789062
52,esrnn_ftsubset,0,2023-02-17,82.142815,76.16000366210938
53,esrnn_ftsubset,0,2023-02-21,82.44278,73.94999694824219
54,esrnn_ftsubset,0,2023-02-22,82.78867,75.38999938964844
55,esrnn_ftsubset,0,2023-02-23,82.40792,76.31999969482422
56,esrnn_ftsubset,0,2023-02-24,82.183914,75.68000030517578
