,model,r_sq,rss,diff
1,2,0.9993029306837798,11890.172324480265,1132.839164064013
2,3,0.9993111518869489,11749.94018383067,140.23214064959575
3,4,0.9993170528409495,11649.285401998957,100.65478183171217
4,5,0.9993208910525679,11583.815589313617,65.46981268534
5,6,0.9993253850318077,11507.16010277874,76.65548653487713
6,7,0.9993294986169082,11436.993141504136,70.16696127460455
7,8,0.9993338319998721,11363.077005778083,73.91613572605274
8,9,0.9993365247994199,11317.144915648547,45.932090129535936
9,10,0.9993381855794922,11288.816368126149,28.328547522398367
10,11,0.9993408042704929,11244.148375232478,44.66799289367009
11,12,0.9993427340752685,11211.230972613392,32.917402619086715
12,13,0.9993450671464651,11171.434903661971,39.79606895142024
13,14,0.9993470647377016,11137.361241999792,34.0736616621798
14,15,0.9993480784173179,11120.070529241511,17.29071275828028
15,16,0.9993497183549506,11092.0974990127,27.973030228811695
16,17,0.9993510782196332,11068.901777957753,23.19572105494626
17,18,0.9993516845638212,11058.559138116532,10.342639841221171
18,19,0.9993524574575859,11045.375599781757,13.183538334775221
19,20,0.999353083224152,11034.701665165543,10.673934616213955
20,21,0.9993536986493011,11024.204127967452,10.497537198090868
21,22,0.9993543211647641,11013.585648632346,10.618479335105803
22,23,0.999354855711884,11004.467678262368,9.117970369978138
23,24,0.9993555337830349,10992.901564757594,11.566113504773966
24,25,0.9993559939770313,10985.051863453386,7.849701304208793
25,26,0.9993563900560659,10978.295795060778,6.756068392607631
26,27,0.9993641867246518,10845.305099751651,132.99069530912675
27,28,0.9993647344321895,10835.962647206823,9.34245254482812
28,29,0.9993651225579909,10829.342240088685,6.620407118138246
29,30,0.9993656027386003,10821.151619644517,8.190620444167507
30,31,0.9993659854575183,10814.623439762268,6.528179882248878
31,32,0.9993662453039107,10810.191142555359,4.432297206909425
32,33,0.9993664713042246,10806.33617058169,3.8549719736693078
33,34,0.9993667397776287,10801.756719205303,4.579451376386714
34,35,0.9993675966045079,10787.141502313509,14.615216891794262
35,36,0.9993679510734651,10781.095192590194,6.046309723315062
36,37,0.999368211683516,10776.649869372875,4.445323217318219
37,38,0.999368556716952,10770.764504867107,5.885364505767939
38,39,0.9993688016009581,10766.587426685017,4.177078182090554
39,40,0.9993698188072034,10749.236558894445,17.35086779057201
40,41,0.9993708194311984,10732.168540757211,17.068018137233594
41,42,0.9993710684854153,10727.920329727956,4.24821102925489
42,43,0.9993715759397283,10719.264491511176,8.655838216780467
43,44,0.9993720487995146,10711.19874508669,8.065746424485042
44,45,0.9993725579935671,10702.513231479637,8.685513607053508
45,46,0.9993733214700529,10689.490327200736,13.022904278901478
46,47,0.9993738295016024,10680.824642841493,8.665684359242732
47,48,0.999374149241531,10675.370719162045,5.453923679448053
48,49,0.9993766300020119,10633.055458789178,42.31526037286676
49,50,0.9993771435884834,10624.295022048103,8.760436741074955
50,51,0.9993775536012858,10617.301280160342,6.993741887761644
51,52,0.9993779336988527,10610.817813643403,6.483466516938279
52,53,0.9993782451835842,10605.504701952585,5.313111690818914
53,54,0.9993785538864114,10600.23904224468,5.265659707903978
54,55,0.9993787810198357,10596.364742381087,3.874299863593478
55,56,0.9993789456524735,10593.556541836326,2.8082005447613483
56,57,0.9993791450692697,10590.155014878372,3.4015269579540472
57,58,0.999379430300632,10585.289716734123,4.8652981442483
