Date,Open_crd,High_crd,Low_crd,Close_crd,Adj Close_crd,Volume_crd,Open_sp,High_sp,Low_sp,Close_sp,Adj Close_sp,Volume_sp,Open_ns,High_ns,Low_ns,Close_ns,Adj Close_ns,Volume_ns,Open_usd,High_usd,Low_usd,Close_usd,Adj Close_usd,Volume_usd
2010-01-19,77.8499984741211,79.1500015258789,76.76000213623047,79.0199966430664,79.0199966430664,186882,1136.030029296875,1150.449951171875,1135.77001953125,1150.22998046875,1150.22998046875,4724830000,2291.02001953125,2320.39990234375,2290.679931640625,2320.39990234375,2320.39990234375,2045290000,76.9800033569336,77.69000244140625,76.94000244140625,77.5,77.5,0
2010-01-20,78.87999725341797,79.02999877929688,76.95999908447266,77.62000274658203,77.62000274658203,303758,1147.949951171875,1147.949951171875,1129.25,1138.0400390625,1138.0400390625,4810560000,2304.31005859375,2304.469970703125,2268.679931640625,2291.25,2291.25,2351890000,77.58000183105469,78.44999694824219,77.51000213623047,78.33999633789062,78.33999633789062,0
2010-01-21,77.55999755859375,78.36000061035156,75.66000366210938,76.08000183105469,76.08000183105469,327417,1138.6800537109375,1141.5799560546875,1114.8399658203125,1116.47998046875,1116.47998046875,6874290000,2298.22998046875,2308.97998046875,2259.820068359375,2265.699951171875,2265.699951171875,2877800000,78.2699966430664,78.80999755859375,78.12999725341797,78.31999969482422,78.31999969482422,0
2010-01-22,75.83999633789062,76.5,74.01000213623047,74.54000091552734,74.54000091552734,348819,1115.489990234375,1115.489990234375,1090.1800537109375,1091.760009765625,1091.760009765625,6208650000,2255.760009765625,2262.27001953125,2200.3701171875,2205.2900390625,2205.2900390625,2817620000,78.38999938964844,78.52999877929688,78.04000091552734,78.27999877929688,78.27999877929688,0
2010-01-25,74.23999786376953,75.41999816894531,74.05999755859375,75.26000213623047,75.26000213623047,280559,1092.4000244140625,1102.969970703125,1092.4000244140625,1096.780029296875,1096.780029296875,4481390000,2220.2900390625,2223.219970703125,2201.169921875,2210.800048828125,2210.800048828125,2134350000,78.22000122070312,78.33999633789062,78.02999877929688,78.19000244140625,78.19000244140625,0
2010-01-26,75.27999877929688,75.38999938964844,73.81999969482422,74.70999908447266,74.70999908447266,256207,1095.800048828125,1103.68994140625,1089.8599853515625,1092.1700439453125,1092.1700439453125,4731910000,2203.43994140625,2227.889892578125,2195.43994140625,2203.72998046875,2203.72998046875,2361260000,78.16999816894531,78.63999938964844,78.08000183105469,78.43000030517578,78.43000030517578,0
2010-01-27,74.69000244140625,75.08999633789062,72.6500015258789,73.66999816894531,73.66999816894531,356179,1091.93994140625,1099.510009765625,1083.1099853515625,1097.5,1097.5,5319120000,2200.300048828125,2225.669921875,2192.590087890625,2221.409912109375,2221.409912109375,2492880000,78.55000305175781,78.8499984741211,78.37000274658203,78.68000030517578,78.68000030517578,0
2010-01-28,73.75,74.48999786376953,72.93000030517578,73.63999938964844,73.63999938964844,292911,1096.9300537109375,1100.219970703125,1078.4599609375,1084.530029296875,1084.530029296875,5452400000,2220.31005859375,2220.8701171875,2166.89990234375,2179.0,2179.0,2829640000,78.66000366210938,79.06999969482422,78.54000091552734,78.9000015258789,78.9000015258789,0
2010-01-29,73.88999938964844,74.81999969482422,72.43000030517578,72.88999938964844,72.88999938964844,335270,1087.6099853515625,1096.449951171875,1071.5899658203125,1073.8699951171875,1073.8699951171875,5412850000,2198.260009765625,2202.840087890625,2140.340087890625,2147.35009765625,2147.35009765625,3090580000,78.98999786376953,79.5,78.8499984741211,79.45999908447266,79.45999908447266,0
2010-02-01,72.83999633789062,74.98999786376953,72.48999786376953,74.43000030517578,74.43000030517578,277411,1073.8900146484375,1089.3800048828125,1073.8900146484375,1089.18994140625,1089.18994140625,4077610000,2155.81005859375,2171.199951171875,2152.260009765625,2171.199951171875,2171.199951171875,2234140000,79.43000030517578,79.52999877929688,79.16000366210938,79.23999786376953,79.23999786376953,0
2010-02-02,74.94000244140625,77.41000366210938,74.4000015258789,77.2300033569336,77.2300033569336,366269,1090.050048828125,1104.72998046875,1087.9599609375,1103.3199462890625,1103.3199462890625,4749540000,2171.659912109375,2193.659912109375,2161.469970703125,2190.06005859375,2190.06005859375,2468470000,79.2300033569336,79.41000366210938,78.95999908447266,79.01000213623047,79.01000213623047,0
2010-02-03,76.98999786376953,78.04000091552734,76.5199966430664,76.9800033569336,76.9800033569336,391294,1100.6700439453125,1102.719970703125,1093.969970703125,1097.280029296875,1097.280029296875,4285450000,2181.010009765625,2194.530029296875,2176.75,2190.909912109375,2190.909912109375,2303350000,78.9800033569336,79.45999908447266,78.68000030517578,79.37000274658203,79.37000274658203,0
2010-02-04,77.08999633789062,77.16999816894531,72.41999816894531,73.13999938964844,73.13999938964844,523892,1097.25,1097.25,1062.780029296875,1063.1099853515625,1063.1099853515625,5859690000,2176.389892578125,2178.25,2125.429931640625,2125.429931640625,2125.429931640625,2801390000,79.3499984741211,80.0199966430664,79.3499984741211,79.91999816894531,79.91999816894531,0
2010-02-05,73.04000091552734,73.94000244140625,69.5,71.19000244140625,71.19000244140625,596142,1064.1199951171875,1067.1300048828125,1044.5,1066.18994140625,1066.18994140625,6438900000,2131.919921875,2142.27001953125,2100.169921875,2141.1201171875,2141.1201171875,2811100000,79.9800033569336,80.68000030517578,79.95999908447266,80.44000244140625,80.44000244140625,0
2010-02-08,72.18000030517578,72.38999938964844,70.7699966430664,71.88999938964844,71.88999938964844,345638,1065.510009765625,1071.199951171875,1056.510009765625,1056.739990234375,1056.739990234375,4089820000,2140.10009765625,2152.639892578125,2125.110107421875,2126.050048828125,2126.050048828125,2036280000,80.41999816894531,80.5199966430664,80.08999633789062,80.30000305175781,80.30000305175781,0
2010-02-09,71.68000030517578,74.1500015258789,71.31999969482422,73.75,73.75,429845,1060.06005859375,1079.280029296875,1060.06005859375,1070.52001953125,1070.52001953125,5114260000,2153.10009765625,2166.159912109375,2132.580078125,2150.8701171875,2150.8701171875,2296420000,80.33999633789062,80.43000030517578,79.55999755859375,79.86000061035156,79.86000061035156,0
2010-02-10,73.79000091552734,74.97000122070312,72.5999984741211,74.5199966430664,74.5199966430664,422057,1069.6800537109375,1073.6700439453125,1059.3399658203125,1068.1300048828125,1068.1300048828125,4251450000,2147.4599609375,2156.360107421875,2131.080078125,2147.8701171875,2147.8701171875,2059940000,79.80999755859375,80.30999755859375,79.6500015258789,80.02999877929688,80.02999877929688,0
2010-02-11,74.6500015258789,75.69000244140625,73.37999725341797,75.27999877929688,75.27999877929688,464441,1067.0999755859375,1080.0400390625,1060.5899658203125,1078.469970703125,1078.469970703125,4400870000,2145.090087890625,2179.5400390625,2134.139892578125,2177.409912109375,2177.409912109375,2141260000,79.94000244140625,80.5,79.70999908447266,79.98999786376953,79.98999786376953,0
2010-02-12,75.30000305175781,75.3499984741211,72.66000366210938,74.12999725341797,74.12999725341797,335805,1075.949951171875,1077.81005859375,1062.969970703125,1075.510009765625,1075.510009765625,4160680000,2157.68994140625,2184.570068359375,2151.989990234375,2183.530029296875,2183.530029296875,2236180000,80.0199966430664,80.75,79.98999786376953,80.31999969482422,80.31999969482422,0
2010-02-16,74.0199966430664,77.41999816894531,73.70999908447266,77.01000213623047,77.01000213623047,365032,1079.1300048828125,1095.6700439453125,1079.1300048828125,1094.8699951171875,1094.8699951171875,4080770000,2200.3798828125,2214.18994140625,2189.179931640625,2214.18994140625,2214.18994140625,2072850000,80.38999938964844,80.41999816894531,79.58999633789062,79.69999694824219,79.69999694824219,0
2010-02-17,77.31999969482422,77.81999969482422,76.52999877929688,77.33000183105469,77.33000183105469,283816,1096.1400146484375,1101.030029296875,1094.719970703125,1099.510009765625,1099.510009765625,4259230000,2222.8701171875,2226.320068359375,2212.780029296875,2226.2900390625,2226.2900390625,2103530000,79.63999938964844,80.52999877929688,79.55999755859375,80.37999725341797,80.37999725341797,0
2010-02-18,77.29000091552734,79.29000091552734,76.31999969482422,79.05999755859375,79.05999755859375,274169,1099.030029296875,1108.239990234375,1097.47998046875,1106.75,1106.75,3878620000,2223.219970703125,2243.5,2221.139892578125,2241.7099609375,2241.7099609375,2076820000,80.44999694824219,81.25,80.19000244140625,80.4000015258789,80.4000015258789,0
2010-02-19,78.37000274658203,80.0999984741211,77.76000213623047,79.80999755859375,79.80999755859375,183234,1105.489990234375,1112.4200439453125,1100.800048828125,1109.1700439453125,1109.1700439453125,3944280000,2233.330078125,2249.800048828125,2228.929931640625,2243.8701171875,2243.8701171875,2166660000,81.25,81.33999633789062,80.51000213623047,80.63999938964844,80.63999938964844,0
2010-02-22,80.0999984741211,80.51000213623047,79.44999694824219,80.16000366210938,80.16000366210938,238956,1110.0,1112.2900390625,1105.3800048828125,1108.010009765625,1108.010009765625,3814440000,2250.919921875,2251.679931640625,2235.64990234375,2242.030029296875,2242.030029296875,1976290000,80.4800033569336,80.66999816894531,80.36000061035156,80.51000213623047,80.51000213623047,0
2010-02-23,80.02999877929688,80.38999938964844,78.22000122070312,78.86000061035156,78.86000061035156,316878,1107.489990234375,1108.5799560546875,1092.1800537109375,1094.5999755859375,1094.5999755859375,4521050000,2238.010009765625,2239.800048828125,2205.699951171875,2213.43994140625,2213.43994140625,2310910000,80.51000213623047,80.98999786376953,80.08999633789062,80.8499984741211,80.8499984741211,0
2010-02-24,79.12999725341797,80.44999694824219,78.25,80.0,80.0,289321,1095.8900146484375,1106.4200439453125,1095.5,1105.239990234375,1105.239990234375,4168360000,2222.39990234375,2241.68994140625,2221.280029296875,2235.89990234375,2235.89990234375,2155810000,80.88999938964844,80.94999694824219,80.36000061035156,80.8499984741211,80.8499984741211,0
2010-02-25,80.30999755859375,80.31999969482422,77.05000305175781,78.16999816894531,78.16999816894531,346025,1101.239990234375,1103.5,1086.02001953125,1102.93994140625,1102.93994140625,4521130000,2208.6201171875,2236.2099609375,2198.72998046875,2234.219970703125,2234.219970703125,2300530000,80.77999877929688,81.12999725341797,80.6500015258789,80.79000091552734,80.79000091552734,0
2010-02-26,78.33000183105469,80.05000305175781,77.81999969482422,79.66000366210938,79.66000366210938,319038,1103.0999755859375,1107.239990234375,1097.56005859375,1104.489990234375,1104.489990234375,3945190000,2234.43994140625,2242.830078125,2222.22998046875,2238.260009765625,2238.260009765625,2283430000,80.7699966430664,80.79000091552734,80.12000274658203,80.36000061035156,80.36000061035156,0
2010-03-01,79.83999633789062,80.62000274658203,78.05999755859375,78.69999694824219,78.69999694824219,298718,1105.3599853515625,1116.1099853515625,1105.3599853515625,1115.7099609375,1115.7099609375,3847640000,2247.39990234375,2274.02001953125,2247.330078125,2273.570068359375,2273.570068359375,2504940000,80.33000183105469,81.26000213623047,80.29000091552734,80.66000366210938,80.66000366210938,0
2010-03-02,78.87999725341797,80.94999694824219,78.26000213623047,79.68000030517578,79.68000030517578,301698,1117.010009765625,1123.4599609375,1116.510009765625,1118.31005859375,1118.31005859375,4134680000,2279.070068359375,2292.489990234375,2275.35009765625,2280.7900390625,2280.7900390625,2831870000,80.76000213623047,81.29000091552734,80.37999725341797,80.5199966430664,80.5199966430664,0
2010-03-03,79.63999938964844,81.2300033569336,79.44000244140625,80.87000274658203,80.87000274658203,306910,1119.3599853515625,1125.6400146484375,1116.5799560546875,1118.7900390625,1118.7900390625,3951320000,2284.820068359375,2293.320068359375,2275.25,2280.679931640625,2280.679931640625,2603510000,80.3499984741211,80.55999755859375,79.81999969482422,79.9800033569336,79.9800033569336,0
2010-03-04,81.01000213623047,81.08999633789062,79.69999694824219,80.20999908447266,80.20999908447266,278889,1119.1199951171875,1123.72998046875,1116.6600341796875,1122.969970703125,1122.969970703125,3945010000,2282.570068359375,2293.159912109375,2273.6298828125,2292.31005859375,2292.31005859375,2186020000,80.05000305175781,80.66999816894531,79.94000244140625,80.55999755859375,80.55999755859375,0
2010-03-05,80.58000183105469,82.06999969482422,80.47000122070312,81.5,81.5,299634,1125.1199951171875,1139.3800048828125,1125.1199951171875,1138.699951171875,1138.699951171875,4133000000,2304.010009765625,2327.030029296875,2301.10009765625,2326.35009765625,2326.35009765625,2411880000,80.52999877929688,80.88999938964844,80.4000015258789,80.43000030517578,80.43000030517578,0
2010-03-08,81.79000091552734,82.41000366210938,80.75,81.87000274658203,81.87000274658203,295351,1138.4000244140625,1141.050048828125,1136.77001953125,1138.5,1138.5,3774680000,2326.25,2335.429931640625,2326.110107421875,2332.2099609375,2332.2099609375,2312310000,80.4000015258789,80.55000305175781,80.08000183105469,80.43000030517578,80.43000030517578,0
2010-03-09,81.75,81.91000366210938,80.16000366210938,81.48999786376953,81.48999786376953,332133,1137.56005859375,1145.3699951171875,1134.9000244140625,1140.449951171875,1140.449951171875,5185570000,2325.780029296875,2353.070068359375,2325.739990234375,2340.679931640625,2340.679931640625,2620360000,80.51000213623047,80.86000061035156,80.41000366210938,80.58999633789062,80.58999633789062,0
2010-03-10,81.37999725341797,83.02999877929688,80.80999755859375,82.08999633789062,82.08999633789062,430148,1140.219970703125,1148.260009765625,1140.0899658203125,1145.6099853515625,1145.6099853515625,5469120000,2340.949951171875,2361.659912109375,2340.68994140625,2358.949951171875,2358.949951171875,2554740000,80.55999755859375,80.86000061035156,80.30999755859375,80.44999694824219,80.44999694824219,0
2010-03-11,81.9800033569336,82.37999725341797,81.33000183105469,82.11000061035156,82.11000061035156,279161,1143.9599609375,1150.239990234375,1138.989990234375,1150.239990234375,1150.239990234375,4669060000,2351.110107421875,2368.4599609375,2347.530029296875,2368.4599609375,2368.4599609375,2256790000,80.45999908447266,80.56999969482422,80.23999786376953,80.31999969482422,80.31999969482422,0
2010-03-12,82.19999694824219,83.16000366210938,80.56999969482422,81.23999786376953,81.23999786376953,337201,1151.7099609375,1153.4100341796875,1146.969970703125,1149.989990234375,1149.989990234375,4928160000,2376.070068359375,2376.280029296875,2358.080078125,2367.659912109375,2367.659912109375,2098780000,80.2699966430664,80.33000183105469,79.69000244140625,79.83000183105469,79.83000183105469,0
2010-03-15,81.12999725341797,81.30999755859375,79.12999725341797,79.80000305175781,79.80000305175781,283135,1148.530029296875,1150.97998046875,1141.449951171875,1150.510009765625,1150.510009765625,4164110000,2361.919921875,2367.39990234375,2345.989990234375,2362.2099609375,2362.2099609375,1956170000,79.83000183105469,80.41000366210938,79.7699966430664,80.25,80.25,0
2010-03-16,79.83999633789062,82.04000091552734,79.31999969482422,81.69999694824219,81.69999694824219,290180,1150.8299560546875,1160.280029296875,1150.3499755859375,1159.4599609375,1159.4599609375,4369770000,2367.320068359375,2378.840087890625,2360.669921875,2378.010009765625,2378.010009765625,2201880000,80.22000122070312,80.33000183105469,79.62999725341797,79.75,79.75,0
2010-03-17,82.05000305175781,83.08999633789062,81.72000122070312,82.93000030517578,82.93000030517578,275205,1159.93994140625,1169.8399658203125,1159.93994140625,1166.2099609375,1166.2099609375,4963200000,2381.64990234375,2400.090087890625,2381.469970703125,2389.090087890625,2389.090087890625,2281410000,79.70999908447266,79.81999969482422,79.51000213623047,79.63999938964844,79.63999938964844,0
2010-03-18,82.8499984741211,82.8499984741211,81.68000030517578,82.19999694824219,82.19999694824219,208343,1166.1300048828125,1167.77001953125,1161.1600341796875,1165.8299560546875,1165.8299560546875,4234510000,2387.5400390625,2393.8701171875,2383.260009765625,2391.280029296875,2391.280029296875,2173060000,79.75,80.44000244140625,79.7300033569336,80.22000122070312,80.22000122070312,0
2010-03-19,82.16999816894531,82.16999816894531,79.86000061035156,80.68000030517578,80.68000030517578,150682,1166.6800537109375,1169.199951171875,1155.3299560546875,1159.9000244140625,1159.9000244140625,5212410000,2391.199951171875,2396.919921875,2364.530029296875,2374.409912109375,2374.409912109375,3055760000,80.29000091552734,80.88999938964844,80.2300033569336,80.72000122070312,80.72000122070312,0
2010-03-22,80.93000030517578,81.48999786376953,78.56999969482422,81.25,81.25,351220,1157.25,1167.8199462890625,1152.8800048828125,1165.81005859375,1165.81005859375,4261680000,2360.35009765625,2401.2099609375,2358.0,2395.39990234375,2395.39990234375,2448130000,80.8499984741211,81.08000183105469,80.5199966430664,80.6500015258789,80.6500015258789,0
2010-03-23,81.80999755859375,82.19999694824219,80.8499984741211,81.91000366210938,81.91000366210938,261873,1166.469970703125,1174.719970703125,1163.8299560546875,1174.1700439453125,1174.1700439453125,4411640000,2397.89990234375,2416.510009765625,2390.0400390625,2415.239990234375,2415.239990234375,2465230000,80.56999969482422,81.02999877929688,80.54000091552734,80.9000015258789,80.9000015258789,0
2010-03-24,81.58000183105469,81.63999938964844,79.87999725341797,80.61000061035156,80.61000061035156,307763,1172.699951171875,1173.0400390625,1166.010009765625,1167.719970703125,1167.719970703125,4705750000,2406.719970703125,2408.639892578125,2396.919921875,2398.760009765625,2398.760009765625,2436100000,80.94000244140625,82.02999877929688,80.88999938964844,81.83999633789062,81.83999633789062,0
2010-03-25,80.25,81.4800033569336,80.19999694824219,80.52999877929688,80.52999877929688,296271,1170.030029296875,1180.68994140625,1165.0899658203125,1165.72998046875,1165.72998046875,5668900000,2415.239990234375,2432.25,2397.360107421875,2397.409912109375,2397.409912109375,2704870000,81.8499984741211,82.23999786376953,81.5999984741211,82.12000274658203,82.12000274658203,0
2010-03-26,80.12999725341797,81.45999908447266,79.54000091552734,80.0,80.0,324607,1167.5799560546875,1173.9300537109375,1161.47998046875,1166.5899658203125,1166.5899658203125,4708420000,2406.72998046875,2412.919921875,2384.68994140625,2395.1298828125,2395.1298828125,2367930000,82.18000030517578,82.19000244140625,81.55999755859375,81.68000030517578,81.68000030517578,0
2010-03-29,80.23999786376953,82.77999877929688,80.18000030517578,82.16999816894531,82.16999816894531,311042,1167.7099609375,1174.8499755859375,1167.7099609375,1173.219970703125,1173.219970703125,4375580000,2403.77001953125,2411.179931640625,2398.39990234375,2404.360107421875,2404.360107421875,1967850000,81.44999694824219,81.62000274658203,81.1500015258789,81.36000061035156,81.36000061035156,0
2010-03-30,82.5,82.73999786376953,81.7699966430664,82.37000274658203,82.37000274658203,244435,1173.75,1177.8299560546875,1168.9200439453125,1173.27001953125,1173.27001953125,4085000000,2406.68994140625,2417.360107421875,2395.800048828125,2410.68994140625,2410.68994140625,2147270000,81.25,81.56999969482422,81.0,81.47000122070312,81.47000122070312,0
2010-03-31,82.5,83.8499984741211,82.22000122070312,83.76000213623047,83.76000213623047,371961,1171.75,1174.56005859375,1165.77001953125,1169.4300537109375,1169.4300537109375,4484340000,2402.97998046875,2415.43994140625,2395.340087890625,2397.9599609375,2397.9599609375,2368690000,81.45999908447266,81.69999694824219,80.88999938964844,81.06999969482422,81.06999969482422,0
2010-04-01,83.36000061035156,85.22000122070312,83.20999908447266,84.87000274658203,84.87000274658203,295387,1171.22998046875,1181.4300537109375,1170.68994140625,1178.0999755859375,1178.0999755859375,4006870000,2411.679931640625,2423.429931640625,2383.77001953125,2402.580078125,2402.580078125,2340270000,81.04000091552734,81.25,80.68000030517578,80.77999877929688,80.77999877929688,0
2010-04-05,85.30999755859375,86.9000015258789,85.05999755859375,86.62000274658203,86.62000274658203,244106,1178.7099609375,1187.72998046875,1178.7099609375,1187.43994140625,1187.43994140625,3881620000,2409.47998046875,2429.610107421875,2403.8798828125,2429.530029296875,2429.530029296875,2130340000,81.1500015258789,81.30000305175781,80.91999816894531,81.08999633789062,81.08999633789062,0
2010-04-06,86.73999786376953,87.08999633789062,86.12999725341797,86.83999633789062,86.83999633789062,290480,1186.010009765625,1191.800048828125,1182.77001953125,1189.43994140625,1189.43994140625,4086180000,2420.330078125,2443.5,2417.77001953125,2436.81005859375,2436.81005859375,2220390000,81.06999969482422,81.63999938964844,81.04000091552734,81.38999938964844,81.38999938964844,0
2010-04-07,86.76000213623047,87.0,85.5199966430664,85.87999725341797,85.87999725341797,379528,1188.22998046875,1189.5999755859375,1177.25,1182.449951171875,1182.449951171875,5101430000,2433.10009765625,2442.27001953125,2418.72998046875,2431.159912109375,2431.159912109375,2984850000,81.31999969482422,81.72000122070312,81.31999969482422,81.44000244140625,81.44000244140625,0
2010-04-08,85.63999938964844,85.87999725341797,84.37999725341797,85.38999938964844,85.38999938964844,389596,1181.75,1188.550048828125,1175.1199951171875,1186.43994140625,1186.43994140625,4726970000,2423.989990234375,2441.1201171875,2413.739990234375,2436.81005859375,2436.81005859375,2428900000,81.63999938964844,81.91000366210938,81.44999694824219,81.52999877929688,81.52999877929688,0
2010-04-09,85.55999755859375,86.37000274658203,84.12000274658203,84.91999816894531,84.91999816894531,442943,1187.469970703125,1194.6600341796875,1187.1500244140625,1194.3699951171875,1194.3699951171875,4511570000,2441.31005859375,2454.1201171875,2432.929931640625,2454.050048828125,2454.050048828125,2215530000,81.48999786376953,81.58000183105469,80.87000274658203,81.08999633789062,81.08999633789062,0
2010-04-12,85.16999816894531,85.70999908447266,84.08000183105469,84.33999633789062,84.33999633789062,421904,1194.93994140625,1199.199951171875,1194.7099609375,1196.47998046875,1196.47998046875,4607090000,2455.39990234375,2463.169921875,2450.14990234375,2457.8701171875,2457.8701171875,2161650000,80.36000061035156,80.69000244140625,80.08000183105469,80.55999755859375,80.55999755859375,0
2010-04-13,84.36000061035156,84.41999816894531,82.51000213623047,84.05000305175781,84.05000305175781,552298,1195.93994140625,1199.0400390625,1188.8199462890625,1197.300048828125,1197.300048828125,5403580000,2454.949951171875,2467.93994140625,2445.260009765625,2465.989990234375,2465.989990234375,2665420000,80.54000091552734,80.75,80.2699966430664,80.51000213623047,80.51000213623047,0
2010-04-14,83.81999969482422,86.38999938964844,83.70999908447266,85.83999633789062,85.83999633789062,425166,1198.68994140625,1210.6500244140625,1198.68994140625,1210.6500244140625,1210.6500244140625,5760040000,2481.800048828125,2504.860107421875,2480.429931640625,2504.860107421875,2504.860107421875,3143270000,80.41999816894531,80.48999786376953,80.02999877929688,80.19000244140625,80.19000244140625,0
2010-04-15,85.91000366210938,86.2699966430664,85.2699966430664,85.51000213623047,85.51000213623047,274095,1210.77001953125,1213.9200439453125,1208.5,1211.6700439453125,1211.6700439453125,5995330000,2503.409912109375,2517.820068359375,2502.510009765625,2515.68994140625,2515.68994140625,2840660000,80.19000244140625,80.75,80.1500015258789,80.4800033569336,80.4800033569336,0
2010-04-16,85.3499984741211,85.44000244140625,82.5199966430664,83.23999786376953,83.23999786376953,268760,1210.1700439453125,1210.1700439453125,1186.77001953125,1192.1300048828125,1192.1300048828125,8108470000,2505.3798828125,2510.06005859375,2467.679931640625,2481.260009765625,2481.260009765625,2960950000,80.5199966430664,80.91000366210938,80.47000122070312,80.81999969482422,80.81999969482422,0
2010-04-19,82.91999816894531,83.0,80.52999877929688,81.44999694824219,81.44999694824219,122831,1192.06005859375,1197.8699951171875,1183.6800537109375,1197.52001953125,1197.52001953125,6597740000,2477.800048828125,2487.669921875,2451.719970703125,2480.110107421875,2480.110107421875,2223650000,80.9000015258789,81.27999877929688,80.87999725341797,81.0,81.0,0
2010-04-20,81.69000244140625,83.6500015258789,81.51000213623047,83.44999694824219,83.44999694824219,344024,1199.0400390625,1208.5799560546875,1199.0400390625,1207.1700439453125,1207.1700439453125,5316590000,2492.719970703125,2501.25,2480.699951171875,2500.31005859375,2500.31005859375,2157100000,80.91999816894531,81.12999725341797,80.76000213623047,81.05000305175781,81.05000305175781,0
2010-04-21,84.02999877929688,84.63999938964844,82.91999816894531,83.68000030517578,83.68000030517578,428236,1207.1600341796875,1210.989990234375,1198.8499755859375,1205.93994140625,1205.93994140625,5724310000,2506.610107421875,2510.5,2490.18994140625,2504.610107421875,2504.610107421875,2715900000,81.12000274658203,81.33000183105469,80.95999908447266,81.16000366210938,81.16000366210938,0
2010-04-22,83.47000122070312,84.06999969482422,81.7300033569336,83.69999694824219,83.69999694824219,433947,1202.52001953125,1210.27001953125,1190.18994140625,1208.6700439453125,1208.6700439453125,6035780000,2483.52001953125,2521.02001953125,2468.260009765625,2519.070068359375,2519.070068359375,2800840000,81.2300033569336,81.77999877929688,81.04000091552734,81.56999969482422,81.56999969482422,0
