dte,close_crd,high_crd,googtnd_brent,bb_pctb_crd,low_crd,googtnd_wti,bb_mavg_crd,volume_sp,fse_neg_med_c,fsc_lbl_med_i,volume_crd,rsi_crd,wb_crude_brent,ctr_con_de_f
2010-10-26,82.55000305175781,82.87999725341797,1,0.781067748401586,81.80999755859375,1,84.57017373105126,4203.68,0.008043429209596,-1,265.93,59.90760423187907,82.9180952381,107.6
2010-10-27,81.94000244140625,82.69000244140625,1,0.7617516355639259,80.5199966430664,1,84.54463943079084,4335.67,0.008043429209596,-1,375.249,59.53013700683027,82.9180952381,107.6
2010-10-28,82.18000030517578,82.63999938964844,1,0.7637989942332749,81.5,1,84.52638062205662,4283.46,0.008043429209596,-1,296.748,59.34198769353553,82.9180952381,107.6
2010-10-29,81.43000030517578,82.12000274658203,1,0.7424481221351009,80.55999755859375,1,84.49847184282858,3537.88,0.008043429209596,-1,313.874,58.94341971679357,82.9180952381,107.6
2010-11-01,82.94999694824219,83.86000061035156,1,0.7821064826490555,81.31999969482422,1,84.47448083179007,4129.18,0.008043429209596,-1,358.535,59.54163945513851,85.67,110.7
