,model,r_sq,rss,diff
1,2,0.9999993061977737,27.914437030273877,0.13603693102195535
2,3,0.99999930819164,27.834215818853917,0.08022121141996053
3,4,0.9999993100448302,27.75965456718099,0.07456125167292527
4,5,0.9999993117029465,27.69294191886203,0.06671264831896195
5,6,0.9999993155793984,27.536976763489744,0.15596515537228584
6,7,0.9999993171348182,27.47439600904159,0.06258075444815248
7,8,0.9999993183998204,27.423499911081684,0.05089609795990668
8,9,0.9999993197191998,27.37041600539847,0.05308390568321286
9,10,0.9999993211499617,27.312850734387,0.05756527101147313
10,11,0.9999993223692977,27.26379197104967,0.04905876333732806
11,12,0.9999993234519586,27.220232195355464,0.04355977569420588
12,13,0.9999993253692401,27.143092297588126,0.07713989776733854
13,14,0.9999993265953132,27.093762475047036,0.04932982254108964
14,15,0.9999993277076208,27.049009895210737,0.04475257983629888
15,16,0.999999329219808,26.988168555118037,0.06084134009270059
16,17,0.9999993304825314,26.937364147825303,0.050804407292734055
17,18,0.999999331353272,26.902330773365755,0.03503337445954813
18,19,0.9999993321774148,26.86917221242776,0.03315856093799496
19,20,0.9999993330284148,26.834933081029554,0.03423913139820556
20,21,0.9999993338525882,26.801773289232905,0.033159791796649074
21,22,0.9999993346155116,26.77107783203435,0.030695457198554266
22,23,0.9999993352400505,26.745950136893008,0.025127695141343054
23,24,0.9999993358370315,26.721931202449692,0.024018934443315487
24,25,0.9999993366193873,26.69045390147504,0.03147730097465384
25,26,0.999999337375249,26.66004256517224,0.03041133630279802
26,27,0.9999993380188215,26.634149073958355,0.02589349121388551
27,28,0.9999993386875964,26.607241584093508,0.026907489864846923
28,29,0.9999993393162558,26.581948102143677,0.02529348194983072
