dte,close_crd,diff_macd_crd,bb_dn_crd,diff_high_crd,wb_crude_brent,diff_fsc_lbl_med_i,lag28_momentum_crd,lag1_high_crd,bb_pctb_crd,volume_sp,fse_neg_med_c,diff_rsi_crd,mom_googtnd_brent,yoy_snt_bs_csmci_bal,diff_open_sp,diff_hicp_tot_x_hous,yoy_fsa_lbl_med_arc_i,lag28_volume_crd,ravg_qt_rsi_crd,mom_hicp_nrg,ravg_mt_wb_crude_brent,lag7_bb_up_crd,diff_snt_bs_rci_bal,diff_bb_up_crd
2010-10-26,82.55000305175781,-0.076007218252035,78.94793762076529,-0.1899948120117187,82.9180952381,0,0.1106161468582887,82.87999725341797,0.781067748401586,4203.68,0.008043429209596,-0.3774672250487967,0,-4.6,-1.0400390625,0.0,-0.5,265.93,56.869076994728566,4.049999999999997,86.32416632160167,88.63470789476696,0.0,-0.0094072650698819
2010-10-27,81.94000244140625,-0.076007218252035,78.93731499556964,-0.1899948120117187,82.9180952381,0,0.1106161468582887,82.87999725341797,0.7617516355639259,4335.67,0.008043429209596,-0.3774672250487967,0,-4.6,-1.0400390625,0.0,-0.5,265.93,56.869076994728566,4.049999999999997,86.32416632160167,88.63470789476696,0.0,-0.0094072650698819
2010-10-28,82.18000030517578,0.0352577932870381,78.95328674787595,-0.0500030517578125,82.9180952381,0,0.1106161468582887,82.69000244140625,0.7637989942332749,4283.46,0.008043429209596,-0.188149313294744,0,-4.6,0.6300048828125,0.0,-0.5,265.93,56.869076994728566,4.049999999999997,86.32416632160167,88.63470789476696,0.0,0.0054485633613978
2010-10-29,81.43000030517578,-0.0954215454620903,78.93652445341776,-0.5199966430664062,82.9180952381,0,0.1106161468582887,82.63999938964844,0.7424481221351009,3537.88,0.008043429209596,-0.3985679767419654,0,-4.6,-0.5999755859375,0.0,-0.5,265.93,56.869076994728566,4.049999999999997,86.32416632160167,88.63470789476696,0.0,0.0076475147687489
2010-11-01,82.94999694824219,0.1665992684693108,78.99805229948076,1.7399978637695312,85.67,0,0.1106161468582887,82.12000274658203,0.7821064826490555,4129.18,0.008043429209596,0.5982197383449446,0,-4.6,1.8399658203125,0.1599999999999966,-0.5,265.93,56.869076994728566,4.049999999999997,86.32416632160167,88.63470789476696,2.1,-0.066545751283229
