,dte,step,y_pred,y_val
2_2023-02-03,2023-02-03,2,1.0527466818455222,74.11000061035156
2_2023-02-06,2023-02-06,2,0.8463078467959645,77.13999938964844
2_2023-02-07,2023-02-07,2,0.9480447564246712,78.47000122070312
2_2023-02-08,2023-02-08,2,0.9089279521495333,78.05999755859375
2_2023-02-09,2023-02-09,2,0.8828447933895376,79.72000122070312
2_2023-02-10,2023-02-10,2,0.9294393085250698,80.13999938964844
2_2023-02-13,2023-02-13,2,0.838313474074788,79.05999755859375
2_2023-02-14,2023-02-14,2,0.8426526764277712,78.58999633789062
2_2023-02-15,2023-02-15,2,0.8716169398037639,78.48999786376953
2_2023-02-16,2023-02-16,2,0.8639203606403922,76.33999633789062
2_2023-02-17,2023-02-17,2,-2.0229516607509304,76.16000366210938
