,model,r_sq,rss,diff
1,2,0.9993076044946434,12028.958346530475,1112.4630580597805
2,3,0.9993153179559405,11894.952703898267,134.00564263220804
3,4,0.9993210619780885,11795.16204577797,99.79065812029694
4,5,0.9993249019044123,11728.451165298431,66.7108804795389
5,6,0.9993294255315398,11649.862379160957,78.58878613747402
6,7,0.9993337628790974,11574.509820254389,75.35255890656845
7,8,0.9993383667300018,11494.527309774676,79.9825104797128
8,9,0.9993409192334369,11450.182773649936,44.344536124739534
9,10,0.9993426046411974,11420.902254652372,29.280518997564286
10,11,0.9993449442756317,11380.25588283396,40.64637181841135
11,12,0.9993471328534924,11342.23381059206,38.02207224189988
12,13,0.9993495925841177,11299.50101263764,42.732797954420676
13,14,0.999351416138403,11267.820479805789,31.68053283185145
14,15,0.9993524118883612,11250.52135715363,17.299122652158985
15,16,0.999354052312098,11222.022343731038,28.499013422591815
16,17,0.9993556299101376,11194.614798536251,27.407545194786508
17,18,0.9993561873647412,11184.930162869612,9.684635666639224
18,19,0.9993569922350002,11170.947185300633,13.98297756897955
19,20,0.9993637685154869,11053.223145948781,117.72403935185139
20,21,0.9993646254364319,11038.335893975313,14.887251973468665
21,22,0.999365686381802,11019.90413414238,18.431759832932585
22,23,0.9993664343786507,11006.9092159687,12.994918173679253
23,24,0.9993670145843307,10996.829326795369,10.079889173332049
24,25,0.9993674733217994,10988.859699810826,7.969626984542629
25,26,0.9993684238240175,10972.346664269313,16.51303554151309
26,27,0.9993691832511142,10959.153168869978,13.193495399335006
27,28,0.999369645406036,10951.12417061601,8.028998253967075
28,29,0.9993702940848567,10939.854700416581,11.269470199429634
29,30,0.9993708300251057,10930.543832737247,9.310867679334478
30,31,0.9993712109914363,10923.92532050489,6.618512232356807
31,32,0.9993715593739445,10917.872885663928,6.052434840961723
32,33,0.9993720127835254,10909.995819855234,7.877065808694169
33,34,0.9993723279329787,10904.520741495806,5.475078359428153
34,35,0.9993725800127512,10900.141370081152,4.379371414654088
35,36,0.9993729411136274,10893.867979562567,6.2733905185850745
36,37,0.9993733364236748,10887.000274535047,6.86770502752006
37,38,0.9993740287761131,10874.972064388607,12.02821014643996
38,39,0.9993748301317104,10861.050146893427,13.921917495179514
39,40,0.9993751608938508,10855.3038299705,5.7463169229267805
40,41,0.9993756285541691,10847.179186691494,8.124643279006705
41,42,0.9993759245578974,10842.036726217762,5.142460473731262
42,43,0.9993761788145922,10837.619535223237,4.417190994525299
43,44,0.9993764127683752,10833.555065872508,4.064469350729269
44,45,0.9993766596628673,10829.265778119274,4.289287753234021
45,46,0.9993768966983398,10825.147770702239,4.118007417035187
46,47,0.9993771285427847,10821.119946793911,4.027823908327264
47,48,0.9993773227903224,10817.745292392003,3.3746544019086286
48,49,0.9993775929457622,10813.051893162154,4.693399229849092
49,50,0.99937778429478,10809.727594625876,3.324298536277638
50,51,0.9993779744448152,10806.424125963656,3.3034686622195295
51,52,0.9993781155123059,10803.973366310349,2.450759653307614
52,53,0.9993782454739132,10801.715548707292,2.2578176030565373
53,54,0.9993788133809592,10791.849323190901,9.866225516390841
54,55,0.9993796191761677,10777.850276514742,13.999046676159196
55,56,0.9993802086750675,10767.608936621727,10.24133989301481
56,57,0.9993806080175537,10760.671176199563,6.9377604221645015
57,58,0.9993811635832385,10751.019356641926,9.651819557637282
58,59,0.9993817095035049,10741.535106535677,9.48425010624851
59,60,0.9993821121973625,10734.539122877239,6.99598365843849
60,61,0.9993823375691089,10730.623748892041,3.9153739851972205
61,62,0.9993826195955087,10725.724115966059,4.899632925982587
62,63,0.9993828476637443,10721.761895984891,3.9622199811674363
63,64,0.9993831361441347,10716.75013814975,5.011757835141907
64,65,0.9993833866401867,10712.398280644527,4.351857505222142
65,66,0.9993836224242003,10708.302014772838,4.096265871688956
66,67,0.9993838648738617,10704.089946880047,4.21206789279131
67,68,0.999384043156685,10700.99264679675,3.0973000832964317
68,69,0.9993842022578577,10698.228588733065,2.7640580636852974
69,70,0.9993844984995447,10693.081994214379,5.14659451868647
70,71,0.9993849681465442,10684.922836405764,8.159157808615419
71,72,0.9993850812642856,10682.9576465835,1.96518982226371
72,73,0.999385162335723,10681.549195868314,1.4084507151856087
