,model,r_sq,rss,diff
1,2,0.9999992982201661,27.91224564883342,0.13822801099197335
2,3,0.9999993002711213,27.830671966485077,0.08157368234834195
3,4,0.999999302153569,27.755800415581277,0.07487155090380071
4,5,0.9999993039231228,27.685419055904987,0.07038135967628989
5,6,0.9999993050388409,27.641043031919036,0.04437602398595075
6,7,0.999999310033395,27.442392095289954,0.1986509366290825
7,8,0.9999993111284258,27.398838884137987,0.04355321115196631
8,9,0.9999993122169476,27.35554455144487,0.043294332693118776
9,10,0.9999993137596005,27.29418783292156,0.06135671852331015
10,11,0.9999993152127123,27.236392480226844,0.05779535269471481
11,12,0.9999993169370323,27.1678102289417,0.06858225128514306
12,13,0.9999993182615753,27.11512850573205,0.05268172320965192
13,14,0.9999993195388905,27.064325195821276,0.050803309910772754
14,15,0.9999993208091573,27.013802231867867,0.050522963953408606
15,16,0.9999993224006354,26.950503565034236,0.0632986668336315
16,17,0.9999993234557469,26.908538080669025,0.041965484365210415
17,18,0.9999993243825677,26.871675168225536,0.03686291244348894
18,19,0.9999993254139301,26.830654266546546,0.04102090167899064
19,20,0.9999993263309865,26.794179712939545,0.03647455360700036
20,21,0.9999993272740042,26.756672592705343,0.03750712023420277
21,22,0.99999932803334,26.72647114346477,0.030201449240571776
22,23,0.9999993288864498,26.692539974968337,0.03393116849643363
23,24,0.9999993295646913,26.66556393377432,0.026976041194018308
24,25,0.9999993304936435,26.628616243221586,0.03694769055273284
25,26,0.9999993311836861,26.60117082862308,0.0274454145985068
26,27,0.9999993326261858,26.54379755909601,0.057373269527069226
27,28,0.9999993334915345,26.50937960751644,0.03441795157957017
28,29,0.999999334148167,26.483263028685062,0.026116578831377524
